0.0	1.0	-7.502	25.578
0.0	3.0	-6.914	20.54
0.0	5.0	-7.502	23.545
0.0	9.0	22.166	23.997
0.0	11.0	21.692	22.053
0.0	13.0	15.772	15.23
0.0	15.0	-20.991	7.863
0.0	17.0	-21.489	9.083
0.0	19.0	-20.042	9.264
0.0	21.0	-23.929	8.519
0.0	25.0	15.907	9.626
0.0	60.0	-19.726	7.954
0.0	70.0	-25.126	8.406
12.0	1.0	-7.999	24.675
12.0	3.0	-5.92	19.997
12.0	5.0	-7.321	23.545
12.0	9.0	22.099	23.816
12.0	11.0	21.692	22.053
12.0	13.0	15.772	15.23
12.0	15.0	-20.991	7.863
12.0	17.0	-21.489	9.083
12.0	19.0	-20.042	9.264
12.0	21.0	-23.929	8.519
12.0	25.0	15.23	9.445
12.0	60.0	-19.726	7.954
12.0	70.0	-25.126	8.406
24.0	1.0	-8.406	23.906
24.0	3.0	-4.903	19.613
24.0	5.0	-7.163	23.545
24.0	9.0	22.099	23.816
24.0	11.0	21.692	22.053
24.0	13.0	15.772	15.23
24.0	15.0	-20.991	7.863
24.0	17.0	-21.489	9.083
24.0	19.0	-20.042	9.264
24.0	21.0	-23.929	8.519
24.0	25.0	14.574	9.355
24.0	60.0	-19.726	7.954
24.0	70.0	-25.126	8.406
36.0	1.0	-8.858	23.183
36.0	3.0	-3.886	19.048
36.0	5.0	-6.914	23.635
36.0	9.0	22.099	23.816
36.0	11.0	21.692	22.053
36.0	13.0	15.772	15.23
36.0	15.0	-20.991	7.863
36.0	17.0	-21.489	9.083
36.0	19.0	-20.042	9.264
36.0	21.0	-23.929	8.519
36.0	25.0	13.896	9.174
36.0	60.0	-19.726	7.954
36.0	70.0	-25.126	8.406
48.0	1.0	-9.264	22.325
48.0	3.0	-3.141	18.867
48.0	5.0	-6.734	23.635
48.0	9.0	22.099	23.816
48.0	11.0	21.692	22.053
48.0	13.0	15.772	15.23
48.0	15.0	-20.991	7.863
48.0	17.0	-21.489	9.083
48.0	19.0	-20.042	9.264
48.0	21.0	-23.929	8.519
48.0	25.0	13.219	9.174
48.0	60.0	-19.726	7.954
48.0	70.0	-25.126	8.406
60.0	1.0	-9.49	21.782
60.0	3.0	-2.576	18.506
60.0	5.0	-6.508	23.816
60.0	9.0	22.099	23.816
60.0	11.0	21.692	22.053
60.0	13.0	15.772	15.23
60.0	15.0	-20.991	7.863
60.0	17.0	-21.489	9.083
60.0	19.0	-20.042	9.264
60.0	21.0	-23.929	8.519
60.0	25.0	12.563	9.083
60.0	60.0	-19.726	7.954
60.0	70.0	-25.126	8.406
72.0	1.0	-9.852	21.195
72.0	3.0	-2.056	18.325
72.0	5.0	-6.327	23.816
72.0	9.0	22.099	23.816
72.0	11.0	21.692	22.053
72.0	13.0	15.772	15.23
72.0	15.0	-20.991	7.863
72.0	17.0	-21.489	9.083
72.0	19.0	-20.042	9.264
72.0	21.0	-23.929	8.519
72.0	25.0	11.976	9.083
