0.0	7.0	-9.252	1.97
0.0	55.0	7.11	0.48
0.0	68.0	6.528	1.353
12.0	7.0	-9.08	1.867
12.0	55.0	7.11	0.48
12.0	68.0	6.528	1.353
24.0	7.0	-8.806	1.833
24.0	55.0	7.11	0.48
24.0	68.0	6.528	1.353
36.0	7.0	-8.566	1.833
36.0	55.0	7.179	0.428
36.0	68.0	6.528	1.353
48.0	7.0	-8.327	1.833
48.0	55.0	7.179	0.428
48.0	68.0	6.528	1.353
60.0	7.0	-8.07	1.765
60.0	55.0	7.179	0.428
60.0	68.0	6.528	1.353
72.0	7.0	-7.813	1.765
72.0	55.0	7.179	0.428
72.0	68.0	6.528	1.353
84.0	7.0	-7.573	1.765
84.0	55.0	7.059	0.377
84.0	68.0	6.528	1.353
96.0	7.0	-7.264	1.713
96.0	55.0	6.733	0.377
96.0	68.0	6.528	1.353
96.0	60.0	4.763	-1.388
108.0	7.0	-6.939	1.713
108.0	55.0	6.939	0.377
108.0	68.0	6.528	1.353
108.0	60.0	4.969	-1.234
120.0	7.0	-6.63	1.713
120.0	55.0	6.99	0.411
120.0	68.0	6.528	1.353
120.0	60.0	5.345	-0.959
132.0	7.0	-6.373	1.662
132.0	55.0	6.99	0.411
132.0	68.0	6.528	1.353
132.0	60.0	5.654	-0.737
144.0	7.0	-6.202	1.662
144.0	55.0	6.99	0.411
144.0	68.0	6.528	1.353
144.0	60.0	5.894	-0.583
156.0	7.0	-6.223	1.664
156.0	55.0	6.99	0.411
156.0	68.0	6.528	1.353
156.0	60.0	6.031	-0.257
168.0	7.0	-6.26	1.667
168.0	55.0	6.99	0.411
168.0	68.0	6.528	1.353
168.0	60.0	6.031	0.0
180.0	7.0	-6.297	1.67
180.0	55.0	7.024	0.411
180.0	68.0	6.528	1.353
180.0	60.0	6.151	0.171
192.0	7.0	-6.333	1.674
192.0	55.0	7.024	0.411
192.0	68.0	6.528	1.353
192.0	60.0	6.202	0.326
204.0	7.0	-6.37	1.677
204.0	55.0	7.024	0.411
204.0	68.0	6.528	1.353
204.0	60.0	6.339	0.48
216.0	7.0	-6.406	1.68
216.0	55.0	7.059	0.411
216.0	68.0	6.528	1.353
216.0	60.0	6.476	0.651
228.0	7.0	-6.443	1.683
228.0	55.0	7.059	0.411
228.0	68.0	6.528	1.353
228.0	60.0	6.476	0.754
240.0	60.0	6.476	0.754
240.0	8.0	-6.48	1.686
240.0	56.0	7.059	0.411
240.0	69.0	6.528	1.353
252.0	60.0	6.476	0.754
252.0	8.0	-6.516	1.69
252.0	56.0	7.076	0.411
252.0	69.0	6.528	1.353
264.0	60.0	6.476	0.754
264.0	8.0	-6.553	1.693
264.0	56.0	7.076	0.411
264.0	69.0	6.528	1.353
276.0	60.0	6.476	0.754
276.0	8.0	-6.589	1.696
276.0	56.0	7.076	0.411
276.0	69.0	6.528	1.353
288.0	60.0	6.476	0.754
288.0	8.0	-6.626	1.699
288.0	56.0	7.076	0.411
288.0	69.0	6.528	1.353
300.0	60.0	6.408	0.754
300.0	8.0	-6.663	1.703
300.0	56.0	7.076	0.411
300.0	69.0	6.528	1.353
312.0	60.0	6.408	0.754
312.0	8.0	-6.699	1.706
312.0	56.0	7.076	0.411
312.0	69.0	6.528	1.353
324.0	60.0	6.408	0.754
324.0	8.0	-6.736	1.709
324.0	56.0	7.076	0.411
324.0	69.0	6.528	1.353
336.0	8.0	-6.772	1.712
336.0	56.0	7.024	0.411
336.0	69.0	6.528	1.353
336.0	61.0	6.408	0.754
348.0	8.0	-6.809	1.715
348.0	56.0	6.973	0.411
348.0	69.0	6.528	1.353
348.0	61.0	6.408	0.754
360.0	8.0	-6.846	1.719
360.0	56.0	6.973	0.411
360.0	69.0	6.528	1.353
360.0	61.0	6.408	0.754
372.0	8.0	-6.882	1.722
372.0	56.0	6.905	0.411
372.0	69.0	6.528	1.353
372.0	61.0	6.339	0.754
384.0	8.0	-6.919	1.725
384.0	56.0	6.836	0.411
384.0	69.0	6.528	1.353
384.0	61.0	6.339	0.754
396.0	8.0	-6.955	1.728
396.0	56.0	6.767	0.411
396.0	69.0	6.528	1.353
396.0	61.0	6.339	0.754
408.0	8.0	-6.992	1.731
408.0	56.0	6.767	0.411
408.0	69.0	6.528	1.353
408.0	61.0	6.339	0.754
420.0	8.0	-7.029	1.735
420.0	56.0	6.699	0.411
420.0	69.0	6.528	1.353
420.0	61.0	6.339	0.754
432.0	8.0	-7.065	1.738
432.0	56.0	6.699	0.411
432.0	69.0	6.528	1.353
432.0	61.0	6.339	0.702
444.0	8.0	-7.102	1.741
444.0	56.0	6.699	0.411
444.0	69.0	6.528	1.353
444.0	61.0	6.339	0.651
456.0	8.0	-7.138	1.744
456.0	56.0	6.682	0.377
456.0	69.0	6.528	1.353
456.0	61.0	6.339	0.548
468.0	8.0	-7.175	1.748
468.0	56.0	6.682	0.377
468.0	69.0	6.528	1.353
468.0	61.0	6.339	0.48
480.0	61.0	6.339	0.428
480.0	57.0	6.682	0.377
480.0	70.0	6.528	1.353
492.0	61.0	6.476	0.377
492.0	57.0	6.682	0.377
492.0	70.0	6.528	1.353
504.0	61.0	6.579	0.377
504.0	57.0	6.665	0.377
504.0	70.0	6.528	1.319
516.0	61.0	6.579	0.377
516.0	57.0	6.665	0.428
516.0	70.0	6.528	1.319
528.0	61.0	6.579	0.377
528.0	57.0	6.682	0.514
528.0	70.0	6.528	1.319
540.0	61.0	6.613	0.377
540.0	57.0	6.716	0.583
540.0	70.0	6.528	1.319
552.0	61.0	6.613	0.377
552.0	57.0	6.75	0.617
552.0	70.0	6.528	1.319
564.0	61.0	6.648	0.377
564.0	57.0	6.75	0.617
564.0	70.0	6.528	1.319
576.0	57.0	6.75	0.617
576.0	70.0	6.528	1.319
576.0	62.0	6.648	0.377
588.0	57.0	6.75	0.617
588.0	70.0	6.528	1.319
588.0	62.0	6.682	0.411
600.0	57.0	6.75	0.565
600.0	70.0	6.528	1.319
600.0	62.0	6.682	0.428
612.0	57.0	6.75	0.565
612.0	70.0	6.528	1.319
612.0	62.0	6.682	0.428
624.0	57.0	6.75	0.565
624.0	70.0	6.528	1.319
624.0	62.0	6.716	0.428
636.0	57.0	6.75	0.565
636.0	70.0	6.528	1.319
636.0	62.0	6.75	0.428
648.0	57.0	6.75	0.514
648.0	70.0	6.528	1.319
648.0	62.0	6.75	0.428
660.0	57.0	6.75	0.514
660.0	70.0	6.528	1.319
660.0	62.0	6.785	0.428
672.0	57.0	6.75	0.514
672.0	70.0	6.528	1.285
672.0	62.0	6.785	0.445
684.0	57.0	6.75	0.514
684.0	70.0	6.528	1.285
684.0	62.0	6.785	0.445
696.0	57.0	6.75	0.463
696.0	70.0	6.528	1.285
696.0	62.0	6.836	0.445
708.0	57.0	6.75	0.463
708.0	70.0	6.528	1.285
708.0	62.0	6.836	0.48
720.0	62.0	6.836	0.48
720.0	58.0	6.75	0.463
720.0	71.0	6.528	1.285
732.0	62.0	6.87	0.48
732.0	58.0	6.75	0.463
732.0	71.0	6.528	1.285
744.0	62.0	6.87	0.48
744.0	58.0	6.75	0.394
744.0	71.0	6.528	1.285
756.0	62.0	6.887	0.514
756.0	58.0	6.75	0.394
756.0	71.0	6.528	1.285
768.0	62.0	6.887	0.514
768.0	58.0	6.75	0.394
768.0	71.0	6.528	1.285
780.0	62.0	6.922	0.514
780.0	58.0	6.75	0.394
780.0	71.0	6.528	1.285
792.0	62.0	6.922	0.514
792.0	58.0	6.75	0.36
792.0	71.0	6.528	1.285
804.0	62.0	6.922	0.548
804.0	58.0	6.75	0.36
