0.0	32.0	4.773	26.502
0.0	33.0	-18.364	56.897
0.0	59.0	25.6	50.255
0.0	71.0	19.288	20.872
0.0	75.0	19.288	19.596
12.0	32.0	5.344	26.502
12.0	33.0	-18.848	56.325
12.0	59.0	25.578	48.627
12.0	71.0	18.716	20.674
12.0	75.0	18.716	19.42
24.0	32.0	6.004	26.502
24.0	33.0	-19.244	55.797
24.0	59.0	25.578	47.0
24.0	71.0	18.144	20.674
24.0	75.0	18.144	19.42
36.0	32.0	6.62	26.502
36.0	33.0	-19.64	55.445
36.0	59.0	25.534	45.372
36.0	71.0	17.595	20.674
36.0	75.0	17.595	19.42
48.0	32.0	7.28	26.502
48.0	33.0	-20.036	54.873
48.0	59.0	25.534	43.921
48.0	71.0	17.045	20.674
48.0	75.0	17.045	19.42
48.0	79.0	25.446	22.499
60.0	32.0	7.896	26.502
60.0	33.0	-20.454	54.521
60.0	59.0	25.49	42.293
60.0	71.0	16.561	20.674
60.0	75.0	16.561	19.42
60.0	79.0	25.006	22.499
72.0	32.0	8.555	26.502
72.0	33.0	-20.85	53.993
72.0	59.0	25.49	40.666
72.0	71.0	15.989	20.674
72.0	75.0	15.989	19.42
72.0	79.0	24.456	22.323
84.0	32.0	9.171	26.502
84.0	33.0	-21.245	53.62
84.0	59.0	25.446	39.214
84.0	71.0	15.505	20.674
84.0	75.0	15.505	19.42
84.0	79.0	23.885	22.147
96.0	32.0	9.831	26.502
96.0	33.0	-21.663	53.07
96.0	59.0	25.446	37.542
96.0	71.0	14.955	20.674
96.0	75.0	14.955	19.42
96.0	79.0	23.313	21.949
108.0	32.0	10.447	26.326
108.0	33.0	-22.059	52.542
108.0	59.0	25.446	35.915
108.0	71.0	14.472	20.674
108.0	75.0	14.472	19.42
108.0	79.0	22.741	21.949
120.0	32.0	11.107	26.326
120.0	33.0	-22.455	52.168
120.0	59.0	25.402	34.463
120.0	71.0	13.922	20.674
120.0	75.0	13.922	19.42
120.0	79.0	22.169	21.773
132.0	32.0	11.766	26.326
132.0	33.0	-22.851	51.618
132.0	59.0	25.402	32.836
132.0	71.0	13.35	20.674
132.0	75.0	13.35	19.42
132.0	79.0	21.597	21.597
144.0	32.0	12.47	26.326
144.0	33.0	-23.247	51.266
144.0	59.0	25.204	31.384
144.0	71.0	12.866	20.674
144.0	75.0	12.866	19.42
144.0	79.0	21.026	21.597
156.0	32.0	13.13	26.326
156.0	33.0	-23.643	50.716
156.0	59.0	24.852	30.109
156.0	71.0	12.316	20.674
156.0	75.0	12.316	19.42
156.0	79.0	20.498	21.421
168.0	32.0	13.746	26.326
168.0	33.0	-24.039	50.343
168.0	59.0	24.566	28.833
168.0	71.0	11.832	20.674
168.0	75.0	11.832	19.596
168.0	79.0	19.926	21.421
180.0	32.0	14.406	26.326
180.0	33.0	-24.456	49.815
180.0	59.0	23.775	27.777
180.0	71.0	11.283	20.674
180.0	75.0	11.283	19.596
180.0	79.0	19.354	21.421
192.0	32.0	15.021	26.326
192.0	33.0	-24.852	49.265
192.0	59.0	22.961	26.678
192.0	71.0	10.799	20.674
192.0	75.0	10.799	19.596
192.0	79.0	18.782	21.421
204.0	32.0	15.681	26.326
204.0	33.0	-25.336	48.891
204.0	59.0	22.015	25.754
204.0	71.0	10.227	20.674
204.0	75.0	10.227	19.596
204.0	79.0	18.254	21.311
216.0	32.0	16.385	26.326
216.0	33.0	-25.732	48.363
216.0	59.0	20.652	25.226
216.0	71.0	9.743	20.674
216.0	75.0	9.743	19.596
216.0	79.0	17.683	21.223
228.0	32.0	17.045	26.326
228.0	33.0	-26.128	48.011
228.0	59.0	19.288	24.874
228.0	71.0	9.193	20.674
228.0	75.0	9.193	19.596
228.0	79.0	17.111	21.223
240.0	79.0	16.539	21.223
240.0	60.0	17.99	24.303
240.0	72.0	8.709	20.674
240.0	76.0	8.709	19.596
252.0	79.0	16.011	21.136
252.0	60.0	16.649	23.951
252.0	72.0	8.159	20.674
252.0	76.0	8.159	19.596
252.0	61.0	-25.49	-23.203
264.0	79.0	15.439	21.136
264.0	60.0	15.197	23.775
264.0	72.0	7.676	20.674
264.0	76.0	7.676	19.596
264.0	61.0	-25.578	-22.763
276.0	79.0	14.779	21.048
276.0	60.0	13.746	23.687
276.0	72.0	7.104	20.674
276.0	76.0	7.104	19.596
276.0	61.0	-25.622	-22.213
276.0	64.0	-26.458	-22.851
288.0	60.0	12.228	23.599
288.0	72.0	6.532	20.674
288.0	76.0	6.532	19.596
288.0	61.0	-25.622	-21.685
288.0	64.0	-26.458	-22.125
288.0	80.0	14.252	20.96
300.0	60.0	10.799	23.511
300.0	72.0	6.07	20.674
300.0	76.0	6.07	19.596
300.0	61.0	-25.622	-21.136
300.0	64.0	-26.458	-21.773
300.0	80.0	13.68	20.96
312.0	60.0	9.347	23.335
312.0	72.0	5.498	20.674
312.0	76.0	5.498	19.596
312.0	61.0	-25.578	-20.586
312.0	64.0	-26.458	-21.223
312.0	80.0	13.108	20.96
324.0	60.0	7.896	23.335
324.0	72.0	5.014	20.674
324.0	76.0	5.014	19.596
324.0	61.0	-25.49	-20.058
324.0	64.0	-26.37	-20.674
324.0	80.0	12.536	20.96
336.0	60.0	6.378	23.137
336.0	72.0	4.465	20.674
336.0	76.0	4.465	19.596
336.0	61.0	-25.49	-19.596
336.0	64.0	-26.37	-20.146
336.0	80.0	12.008	20.872
348.0	60.0	4.773	22.939
348.0	72.0	3.893	20.674
348.0	76.0	3.893	19.596
348.0	61.0	-25.424	-19.134
348.0	64.0	-26.304	-19.596
348.0	80.0	11.436	20.872
360.0	60.0	3.255	22.763
360.0	72.0	3.409	20.674
360.0	76.0	3.409	19.42
360.0	61.0	-25.424	-18.694
360.0	64.0	-26.304	-19.222
360.0	80.0	10.865	20.872
372.0	60.0	1.737	22.411
372.0	72.0	2.859	20.674
372.0	76.0	2.859	19.42
372.0	61.0	-25.424	-18.232
372.0	64.0	-26.304	-18.694
372.0	80.0	10.293	20.872
384.0	60.0	0.22	22.235
384.0	72.0	2.309	20.674
384.0	76.0	2.309	19.42
384.0	61.0	-25.424	-17.771
384.0	64.0	-26.304	-18.144
384.0	80.0	9.765	20.872
396.0	60.0	-1.298	22.059
396.0	72.0	1.825	20.674
396.0	76.0	1.825	19.42
396.0	61.0	-25.336	-17.419
396.0	64.0	-26.216	-17.771
396.0	80.0	9.193	20.872
408.0	60.0	-2.837	21.883
408.0	72.0	1.254	20.674
408.0	76.0	1.254	19.42
408.0	61.0	-25.336	-17.067
408.0	64.0	-26.216	-17.243
408.0	80.0	8.621	20.872
420.0	60.0	-4.355	21.685
420.0	72.0	0.77	20.674
420.0	76.0	0.77	19.42
420.0	61.0	-25.336	-16.495
420.0	64.0	-26.216	-16.693
420.0	80.0	8.05	20.872
432.0	60.0	-5.96	21.487
432.0	72.0	0.22	20.674
432.0	76.0	0.22	19.222
432.0	61.0	-25.248	-15.967
432.0	64.0	-26.128	-16.319
432.0	80.0	7.522	20.872
444.0	60.0	-7.478	21.311
444.0	72.0	-0.352	20.674
444.0	76.0	-0.352	19.222
444.0	61.0	-25.182	-15.417
444.0	64.0	-26.128	-15.791
444.0	80.0	6.95	20.872
456.0	60.0	-8.995	21.136
456.0	72.0	-0.814	20.674
456.0	76.0	-0.814	19.222
456.0	61.0	-25.094	-15.043
456.0	64.0	-26.062	-15.417
456.0	80.0	6.378	20.872
468.0	60.0	-10.447	21.136
468.0	72.0	-1.386	20.674
468.0	76.0	-1.386	19.222
468.0	61.0	-24.94	-14.516
468.0	64.0	-25.974	-15.043
468.0	80.0	5.806	20.872
480.0	61.0	-24.94	-13.966
480.0	64.0	-25.82	-14.516
480.0	80.0	5.278	20.872
480.0	73.0	-1.869	20.674
480.0	77.0	-1.869	19.222
492.0	64.0	-25.732	-14.164
492.0	80.0	4.707	20.872
492.0	73.0	-2.441	20.674
492.0	77.0	-2.441	19.222
492.0	62.0	-24.94	-13.592
504.0	64.0	-25.688	-13.79
504.0	80.0	4.135	20.784
504.0	73.0	-2.991	20.674
504.0	77.0	-2.947	19.222
504.0	62.0	-24.962	-13.24
504.0	86.0	-26.568	-3.365
516.0	80.0	3.541	20.872
516.0	73.0	-3.519	20.674
516.0	77.0	-3.431	19.222
